コード,銘柄名,市場,現在値,前日比(%)
7527,システムソフト,東S,"55","-2.0 (-3.51%) "
7531,清和中央ＨＬＤＧ,東S,"1,436","-10.0 (-0.69%) "
7532,パン・パシフィック・インターナ,東P,"988.7","-49.3 (-4.75%) "
7537,丸文,東P,"1,216","-48.0 (-3.80%) "
7538,大水,東S,"433","-19.0 (-4.20%) "
7539,アイナボＨＬＤＧ,東S,"800","-9.0 (-1.11%) "
7544,スリーエフ,東S,"553","-17.0 (-2.98%) "
7545,西松屋チェーン,東P,"2,131","-71.0 (-3.22%) "
7550,ゼンショーＨＬＤＧ,東P,"9,715","-181.0 (-1.83%) "
7551,ウェッズ,東S,"700","-2.0 (-0.28%) "
7552,ハピネット,東P,"3,015","-125.0 (-3.98%) "
7554,幸楽苑,東P,"1,181","-26.0 (-2.15%) "
7555,大田花き,東S,"753","0.0 (0.00%) "
7561,ハークスレイ,東S,"746","-10.0 (-1.32%) "
7562,安楽亭,東S,"3,820","-45.0 (-1.16%) "
7564,ワークマン,東S,"6,810","-690.0 (-9.20%) "
7565,萬世電機,東S,"6,200","+190.0 (+3.16%) "
7567,栄電子,東S,"518","+2.0 (+0.39%) "
7570,橋本総業ＨＬＤＧ,東S,"1,474","-40.0 (-2.64%) "
7571,ヤマノＨＬＤＧ,東S,"109","-5.0 (-4.39%) "
7575,日本ライフライン,東P,"1,505","-82.0 (-5.17%) "
7578,ニチリョク,東S,"117","-2.0 (-1.68%) "
7581,サイゼリヤ,東P,"6,750","-180.0 (-2.60%) "
7585,かんなん丸,東S,"407","-1.0 (-0.25%) "
7590,タカショー,東S,"398","-4.0 (-1.00%) "
7593,ＶＴ　ＨＬＤＧ,東P,"550","-18.0 (-3.17%) "
7595,アルゴグラフィックス,東P,"1,567","-33.0 (-2.06%) "
7596,魚力,東P,"2,307","-26.0 (-1.11%) "
7599,ＩＤＯＭ,東P,"1,447","-45.0 (-3.02%) "
7600,日本エム・ディ・エム,東P,"680","-8.0 (-1.16%) "
7601,ポプラ,東S,"177","+1.0 (+0.57%) "
7602,レダックス,東S,"213","-13.0 (-5.75%) "
7603,ジーイエット,東S,"142","-3.0 (-2.07%) "
7604,梅の花グループ,東S,"862","0.0 (0.00%) "
7606,ユナイテッドアローズ,東P,"2,614","-57.0 (-2.13%) "
7607,進和,東P,"3,225","-45.0 (-1.38%) "
7608,エスケイジャパン,東S,"868","-49.0 (-5.34%) "
7609,ダイトロン,東P,"2,892","-107.0 (-3.57%) "
7610,テイツー,東S,"147","-7.0 (-4.55%) "
7611,ハイデイ日高,東P,"3,010","-70.0 (-2.27%) "
7613,シークス,東P,"1,331","-60.0 (-4.31%) "
7614,オーエムツーネットワーク,東S,"1,623","-2.0 (-0.12%) "
7615,京都きもの友禅ＨＬＤＧ,東S,"148","-4.0 (-2.63%) "
7616,コロワイド,東P,"1,830","-39.0 (-2.09%) "
7619,田中商事,東S,"932","-7.0 (-0.75%) "
7621,うかい,東S,"3,340","-20.0 (-0.60%) "
7624,ＮａＩＴＯ,東S,"137","-3.0 (-2.14%) "
7625,グローバルダイニング,東S,"463","-10.0 (-2.11%) "
7628,オーハシテクニカ,東P,"1,191","-63.0 (-5.02%) "
7630,壱番屋,東P,"885","-12.0 (-1.34%) "
7634,星医療酸器,東S,"5,250","+50.0 (+0.96%) "
7635,杉田エース,東S,"1,697","0.0 (0.00%) "
7636,ハンズマン,東S,"809","-1.0 (-0.12%) "
7637,白銅,東P,"2,660","-41.0 (-1.52%) "
7638,ＮＥＷ　ＡＲＴ　ＨＬＤＧ,東S,"1,593","-41.0 (-2.51%) "
7640,トップカルチャー,東S,"196","-7.0 (-3.45%) "
7643,ダイイチ,東S,"1,752","-24.0 (-1.35%) "
7646,ＰＬＡＮＴ,東S,"1,969","-32.0 (-1.60%) "
7649,スギＨＬＤＧ,東P,"3,498","-68.0 (-1.91%) "
7670,オーウエル,東S,"1,132","-68.0 (-5.67%) "
7673,ダイコー通産,東S,"1,790","-40.0 (-2.19%) "
7674,ＮＡＴＴＹ　ＳＷＡＮＫＹＨＬＤ,東G,"2,599","-9.0 (-0.35%) "
7675,セントラルフォレストグループ,名M,"2,900","-50.0 (-1.69%) "
7677,ヤシマキザイ,東S,"2,720","+38.0 (+1.42%) "
7678,あさくま,東S,"4,660","-45.0 (-0.96%) "
7679,薬王堂ＨＬＤＧ,東P,"2,000","-77.0 (-3.71%) "
7680,軽自動車館,東PRO,"--","-- (--%) "
7681,レオクラン,東S,"922","-1.0 (-0.11%) "
7682,浜木綿,東S,"4,025","-75.0 (-1.83%) "
7683,ダブルエー,東P,"1,355","-17.0 (-1.24%) "
7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈ,東G,"5,570","-460.0 (-7.63%) "
7686,ひとまいる,東S,"434","+1.0 (+0.23%) "
7687,ミクリード,東G,"458","-11.0 (-2.35%) "
7689,コパ・コーポレーション,東G,"450","-15.0 (-3.23%) "
7690,カレント自動車,東PRO,"--","-- (--%) "
7691,Ｃ　Ｃｈａｎｎｅｌ,東PRO,"--","-- (--%) "
7692,アースインフィニティ,東S,"103","-2.0 (-1.90%) "
7693,北海道歯科産業,東PRO,"--","-- (--%) "
7694,いつも,東G,"602","-22.0 (-3.53%) "
7695,交換できるくん,東G,"813","-9.0 (-1.09%) "
7698,アイスコ,東S,"2,502","0.0 (0.00%) "
7699,オムニ・プラス・システム,東G,"780","0.0 (0.00%) "
7701,島津製作所,東P,"3,992","-214.0 (-5.09%) "
7702,ＪＭＳ,東S,"438","-3.0 (-0.68%) "
7707,プレシジョン・システム・サイエ,東G,"230","-11.0 (-4.56%) "
7709,クボテック,東S,"171","-2.0 (-1.16%) "
7711,助川電気工業,東S,"6,990","-320.0 (-4.38%) "
7713,シグマ光機,東S,"2,138","+115.0 (+5.68%) "
7715,長野計器,東P,"2,999","-101.0 (-3.26%) "
7716,ナカニシ,東S,"2,623","-77.0 (-2.85%) "
7717,ブイ・テクノロジー,東P,"4,535","-135.0 (-2.89%) "
7718,スター精密,東P,"2,194","-3.0 (-0.14%) "
7719,東京衡機,東S,"588","-147.0 (-20.00%) "
7721,東京計器,東P,"8,710","-500.0 (-5.43%) "
7722,国際計測器,東S,"951","-34.0 (-3.45%) "
7723,愛知時計電機,東P,"3,160","-90.0 (-2.77%) "
7725,インターアクション,東P,"1,423","-43.0 (-2.93%) "
7726,黒田精工,東S,"984","-3.0 (-0.30%) "
7727,オーバル,東S,"848","-51.0 (-5.67%) "
7729,東京精密,東P,"16,715","-545.0 (-3.16%) "
7730,マニー,東P,"1,573","-58.0 (-3.56%) "
7731,ニコン,東P,"1,961","-20.0 (-1.01%) "
7733,オリンパス,東P,"1,411.5","-47.5 (-3.26%) "
7734,理研計器,東P,"3,420","-210.0 (-5.79%) "
7735,ＳＣＲＥＥＮ　ＨＬＤＧ,東P,"21,165","-1,075.0 (-4.83%) "
7739,キヤノン電子,東P,"3,625","-5.0 (-0.14%) "
7740,タムロン,東P,"1,024","-23.0 (-2.20%) "
7741,ＨＯＹＡ,東P,"28,310","+185.0 (+0.66%) "
7743,シード,東P,"536","-10.0 (-1.83%) "
7744,ノーリツ鋼機,東P,"2,108","-108.0 (-4.87%) "
7745,Ａ＆ＤホロンＨＬＤＧ,東P,"2,665","-152.0 (-5.40%) "
7746,岡本硝子,東S,"1,010","-78.0 (-7.17%) "
7747,朝日インテック,東P,"3,299","-44.0 (-1.32%) "
7749,メディキット,東S,"3,000","0.0 (0.00%) "
7751,キヤノン,東P,"4,616","-120.0 (-2.53%) "
7752,リコー,東P,"1,396","-58.5 (-4.02%) "
7760,ＩＭＶ,東S,"3,800","-255.0 (-6.29%) "
7762,シチズン時計,東P,"1,795","-92.0 (-4.88%) "
7769,リズム,東P,"4,120","-110.0 (-2.60%) "
7771,日本精密,東S,"387","-33.0 (-7.86%) "
7774,ジャパン・ティッシュエンジニア,東G,"793","+25.0 (+3.26%) "
7775,大研医器,東S,"474","-6.0 (-1.25%) "
7776,セルシード,東G,"326","-21.0 (-6.05%) "
7777,スリー・ディー・マトリックス,東G,"671","+36.0 (+5.67%) "
7779,ＣＹＢＥＲＤＹＮＥ,東G,"340","-22.0 (-6.08%) "
7780,メニコン,東P,"1,794","-81.0 (-4.32%) "
7781,平山ＨＬＤＧ,東S,"1,585","-49.0 (-3.00%) "
7782,シンシア,東S,"475","-1.0 (-0.21%) "
7790,バルコス,名N,"1,100","-71.0 (-6.06%) "
7791,ドリームベッド,東S,"853","0.0 (0.00%) "
7792,コラントッテ,東G,"1,468","-22.0 (-1.48%) "
7793,イメージ・マジック,東G,"1,810","-11.0 (-0.60%) "
7794,イーディーピー,東G,"1,239","-177.0 (-12.50%) "
7795,ＫＹＯＲＩＴＳＵ,東S,"243","-8.0 (-3.19%) "
7800,アミファ,東S,"1,496","+65.0 (+4.54%) "
7803,ブシロード,東G,"272","-11.0 (-3.89%) "
7804,ビーアンドピー,東S,"2,637","-18.0 (-0.68%) "
7805,プリントネット,東S,"718","0.0 (0.00%) "
7806,ＭＴＧ,東G,"5,340","-330.0 (-5.82%) "
7807,幸和製作所,東S,"839","+3.0 (+0.36%) "
7808,シー・エス・ランバー,東S,"3,150","-30.0 (-0.94%) "
7809,壽屋,東S,"1,390","-25.0 (-1.77%) "
7810,クロスフォー,東S,"200","-16.0 (-7.41%) "
7811,中本パックス,東S,"1,941","-56.0 (-2.80%) "
7812,クレステック,東S,"1,952","+15.0 (+0.77%) "
7813,プラッツ,東S,"785","-9.0 (-1.13%) "
7814,日本創発グループ,東S,"603","-8.0 (-1.31%) "
7815,東京ボード工業,東S,"389","+8.0 (+2.10%) "
7818,トランザクション,東P,"1,262","-67.0 (-5.04%) "
7819,粧美堂,東S,"1,251","-53.0 (-4.06%) "
7820,ニホンフラッシュ,東P,"830","-15.0 (-1.78%) "
7821,前田工繊,東P,"2,109","-70.0 (-3.21%) "
7822,永大産業,東S,"256","-4.0 (-1.54%) "
7823,アートネイチャー,東S,"805","-6.0 (-0.74%) "
7826,フルヤ金属,東P,"7,470","-260.0 (-3.36%) "
7827,オービス,東S,"1,807","-8.0 (-0.44%) "
7831,ウイルコＨＬＤＧ,東S,"91","-2.0 (-2.15%) "
7832,バンダイナムコＨＬＤＧ,東P,"4,066","-136.0 (-3.24%) "
7833,アイフィスジャパン,東S,"698","-4.0 (-0.57%) "
7836,アビックス,東S,"93","+7.0 (+8.14%) "
7837,アールシーコア,東S,"342","+2.0 (+0.59%) "
7839,ＳＨＯＥＩ,東P,"1,725","-50.0 (-2.82%) "
7840,フランスベッドＨＬＤＧ,東P,"1,335","-26.0 (-1.91%) "
7841,遠藤製作所,東S,"1,207","-51.0 (-4.05%) "
7844,マーベラス,東P,"481","-16.0 (-3.22%) "
7846,パイロットコーポレーション,東P,"4,616","-159.0 (-3.33%) "
7847,グラファイトデザイン,東S,"650","-2.0 (-0.31%) "
7849,スターツ出版,東S,"3,955","-15.0 (-0.38%) "
7850,総合商研,東S,"881","-3.0 (-0.34%) "
7851,カワセコンピュータサプライ,東S,"233","-8.0 (-3.32%) "
7856,萩原工業,東P,"1,802","-31.0 (-1.69%) "
7857,セキ,東S,"1,341","-9.0 (-0.67%) "
7859,アルメディオ,東S,"240","-28.0 (-10.45%) "
7860,エイベックス,東P,"1,190","-33.0 (-2.70%) "
7863,平賀,東S,"999","-7.0 (-0.70%) "
7864,フジシールインターナショナル,東P,"2,803","-108.0 (-3.71%) "
7865,ピープル,東S,"416","-22.0 (-5.02%) "
7867,タカラトミー,東P,"2,758","-132.5 (-4.58%) "
7868,広済堂ＨＬＤＧ,東P,"483","-3.0 (-0.62%) "
7870,福島印刷,名M,"375","-10.0 (-2.60%) "
7871,フクビ化学工業,東S,"933","-14.0 (-1.48%) "
7872,エステールＨＬＤＧ,東S,"633","-1.0 (-0.16%) "
7874,レック,東P,"1,236","+21.0 (+1.73%) "
7875,竹田ｉＰＨＬＤＧ,東S,"1,304","-5.0 (-0.38%) "
7877,永大化工,東S,"2,240","+10.0 (+0.45%) "
7878,光・彩,東S,"1,321","-85.0 (-6.05%) "
7879,ノダ,東S,"688","-5.0 (-0.72%) "
7883,サンメッセ,東S,"371","-1.0 (-0.27%) "
7885,タカノ,東S,"1,236","-174.0 (-12.34%) "
7886,ヤマト　モビリティ　＆　Ｍｆｇ,東S,"775","-67.0 (-7.96%) "
7887,南海プライウッド,東S,"11,800","+130.0 (+1.11%) "
7888,三光合成,東P,"1,032","-38.0 (-3.55%) "
7893,プロネクサス,東P,"1,167","-13.0 (-1.10%) "
7896,セブン工業,東S,"556","+1.0 (+0.18%) "
7897,ホクシン,東S,"112","-1.0 (-0.88%) "
7898,ウッドワン,東S,"1,075","-29.0 (-2.63%) "
7901,マツモト,東S,"1,090","-242.0 (-18.17%) "
7902,ソノコム,東S,"1,125","-26.0 (-2.26%) "
7906,ヨネックス,東S,"3,460","-150.0 (-4.16%) "
7908,きもと,東S,"287","-4.0 (-1.37%) "
7911,ＴＯＰＰＡＮＨＬＤＧ,東P,"5,663","-160.0 (-2.75%) "
7912,大日本印刷,東P,"3,202","-95.0 (-2.88%) "
7914,共同印刷,東P,"1,673","-70.0 (-4.02%) "
7915,ＮＩＳＳＨＡ,東P,"1,313","-41.0 (-3.03%) "
7916,光村印刷,東S,"1,866","-22.0 (-1.17%) "
7917,ＺＡＣＲＯＳ,東P,"1,448","-70.0 (-4.61%) "
7918,ヴィアＨＬＤＧ,東S,"112","-4.0 (-3.45%) "
7919,野崎印刷紙業,東S,"215","+2.0 (+0.94%) "
7921,ＴＡＫＡＲＡ＆ＣＯＭＰＡＮＹ,東P,"4,085","-80.0 (-1.92%) "
7922,三光産業,東S,"743","-2.0 (-0.27%) "
7923,トーイン,東S,"1,178","+1.0 (+0.08%) "
7925,前澤化成工業,東P,"2,356","-74.0 (-3.05%) "
7927,ムトー精工,東S,"2,373","-63.0 (-2.59%) "
7928,旭化学工業,東S,"605","-5.0 (-0.82%) "
7931,未来工業,東P,"3,320","-80.0 (-2.35%) "
7932,ニッピ,東S,"14,220","-180.0 (-1.25%) "
7936,アシックス,東P,"4,608","-235.0 (-4.85%) "
7937,ツツミ,東S,"3,345","-60.0 (-1.76%) "
7938,リーガルコーポレーション,東S,"2,423","+1.0 (+0.04%) "
7939,研創,東S,"617","-6.0 (-0.96%) "
7940,ウェーブロックＨＬＤＧ,東S,"1,247","-18.0 (-1.42%) "
7942,ＪＳＰ,東P,"2,603","-160.0 (-5.79%) "
7943,ニチハ,東P,"3,515","-145.0 (-3.96%) "
7944,ローランド,東P,"3,960","-85.0 (-2.10%) "
7946,光陽社,東S,"3,380","-350.0 (-9.38%) "
7947,エフピコ,東P,"2,658","-127.0 (-4.56%) "
7949,小松ウオール工業,東P,"2,892","-100.0 (-3.34%) "
7950,日本デコラックス,名M,"--","-- (--%) "
7951,ヤマハ,東P,"1,145","-49.0 (-4.10%) "
7952,河合楽器製作所,東P,"2,895","-72.0 (-2.43%) "
7953,菊水化学工業,東S,"400","-6.0 (-1.48%) "
7955,クリナップ,東P,"1,092","+20.0 (+1.87%) "
7956,ピジョン,東P,"1,658","-43.5 (-2.56%) "
7957,フジコピアン,東S,"1,440","-41.0 (-2.77%) "
7962,キングジム,東P,"811","-14.0 (-1.70%) "
7963,興研,東S,"2,163","+43.0 (+2.03%) "
7965,象印マホービン,東P,"1,587","-29.0 (-1.79%) "
7966,リンテック,東P,"5,260","-180.0 (-3.31%) "
7970,信越ポリマー,東P,"2,158","-64.0 (-2.88%) "
7971,東リ,東S,"757","-27.0 (-3.44%) "
7972,イトーキ,東P,"3,545","-135.0 (-3.67%) "
7974,任天堂,東P,"8,588","-154.0 (-1.76%) "
7975,リヒトラブ,東S,"1,206","-28.0 (-2.27%) "
7976,三菱鉛筆,東P,"2,315","-60.0 (-2.53%) "
7979,松風,東P,"1,860","-16.0 (-0.85%) "
7980,重松製作所,東S,"1,347","+300.0 (+28.65%) "
7981,タカラスタンダード,東P,"2,913","-86.0 (-2.87%) "
7983,ミロク,東S,"1,153","-3.0 (-0.26%) "
7984,コクヨ,東P,"892.4","-24.4 (-2.66%) "
7985,ネポン,東S,"1,610","-90.0 (-5.29%) "
7986,日本アイ・エス・ケイ,東S,"1,917","-53.0 (-2.69%) "
7987,ナカバヤシ,東S,"628","-4.0 (-0.63%) "
7988,ニフコ,東P,"5,088","-227.0 (-4.27%) "
7989,立川ブラインド工業,東P,"2,565","-61.0 (-2.32%) "
7990,グローブライド,東P,"2,242","-78.0 (-3.36%) "
7991,マミヤ・オーピー,東S,"1,445","-36.0 (-2.43%) "
7992,セーラー万年筆,東S,"114","-1.0 (-0.87%) "
7994,オカムラ,東P,"2,664","-97.0 (-3.51%) "
7995,バルカー,東P,"5,110","-240.0 (-4.49%) "
7997,くろがね工作所,東S,"974","-8.0 (-0.81%) "
7999,ＭＵＴＯＨ　ＨＬＤＧ,東S,"7,630","0.0 (0.00%) "
8001,伊藤忠商事,東P,"2,154","-76.5 (-3.43%) "
8002,丸紅,東P,"5,757","-168.0 (-2.84%) "
8005,スクロール,東P,"1,366","-27.0 (-1.94%) "
8006,ユアサ・フナショク,東S,"1,734","-7.0 (-0.40%) "
8007,高島,東P,"899","-19.0 (-2.07%) "
8008,ヨンドシーＨＬＤＧ,東P,"1,793","-30.0 (-1.65%) "
8011,三陽商会,東P,"3,985","-295.0 (-6.89%) "
8012,長瀬産業,東P,"4,788","-149.0 (-3.02%) "
8013,ナイガイ,東S,"297","+1.0 (+0.34%) "
8014,蝶理,東P,"4,490","-200.0 (-4.26%) "
8015,豊田通商,東P,"6,823","-125.0 (-1.80%) "
8016,オンワードＨＬＤＧ,東P,"781","-30.0 (-3.70%) "
8018,三共生興,東S,"877","-19.0 (-2.12%) "
8020,兼松,東P,"2,375.5","-54.5 (-2.24%) "
8022,美津濃,東P,"3,835","-180.0 (-4.48%) "
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,東S,"1,055","-23.0 (-2.13%) "
8025,ツカモトコーポレーション,東S,"1,396","+22.0 (+1.60%) "
8029,ルックＨＬＤＧ,東S,"2,470","-28.0 (-1.12%) "
8030,中央魚類,東S,"4,210","+45.0 (+1.08%) "
8031,三井物産,東P,"5,959","-81.0 (-1.34%) "
8032,日本紙パルプ商事,東P,"1,124","-31.0 (-2.68%) "
8035,東京エレクトロン,東P,"42,600","-930.0 (-2.14%) "
8037,カメイ,東P,"3,295","-95.0 (-2.80%) "
8039,築地魚市場,東S,"4,085","-80.0 (-1.92%) "
8040,東京ソワール,東S,"1,071","-10.0 (-0.93%) "
8041,ＯＵＧ　ＨＬＤＧ,東S,"4,410","-65.0 (-1.45%) "
8043,スターゼン,東P,"1,323","-41.0 (-3.01%) "
8045,横浜丸魚,東S,"1,707","-79.0 (-4.42%) "
8046,丸藤シートパイル,東S,"5,300","+40.0 (+0.76%) "
8050,セイコーグループ,東P,"13,450","-610.0 (-4.34%) "
8051,山善,東P,"1,472","-57.0 (-3.73%) "
8052,椿本興業,東P,"3,030","-30.0 (-0.98%) "
8053,住友商事,東P,"6,327","-280.0 (-4.24%) "
8056,ＢＩＰＲＯＧＹ,東P,"4,508","+5.0 (+0.11%) "
8057,内田洋行,東P,"2,043","-76.0 (-3.59%) "
8058,三菱商事,東P,"5,315","-9.0 (-0.17%) "
8059,第一実業,東P,"3,470","-80.0 (-2.25%) "
8060,キヤノンマーケティングジャパン,東P,"6,897","-97.0 (-1.39%) "
8061,西華産業,東P,"2,750","-100.0 (-3.51%) "
8065,佐藤商事,東P,"2,469","-22.0 (-0.88%) "
8066,三谷商事,東S,"2,711","-51.0 (-1.85%) "
8070,東京産業,東P,"962","-25.0 (-2.53%) "
8071,東海エレクトロニクス,名M,"3,140","+130.0 (+4.32%) "
8074,ユアサ商事,東P,"6,380","-170.0 (-2.60%) "
8075,神鋼商事,東P,"2,640","-93.0 (-3.40%) "
8076,カノークス,東S,"2,150","-63.0 (-2.85%) "
8077,トルク,東S,"234","+3.0 (+1.30%) "
8078,阪和興業,東P,"8,750","-190.0 (-2.13%) "
8079,正栄食品工業,東P,"4,100","-35.0 (-0.85%) "
8081,カナデン,東P,"2,283","-47.0 (-2.02%) "
8084,ＲＹＯＤＥＮ,東P,"3,540","-135.0 (-3.67%) "
8085,ナラサキ産業,東S,"4,485","-185.0 (-3.96%) "
8086,ニプロ,東P,"1,585","-6.5 (-0.41%) "
8088,岩谷産業,東P,"1,903","-117.5 (-5.82%) "
8089,ナイス,東S,"2,213","-18.0 (-0.81%) "
8091,ニチモウ,東P,"2,611","-73.0 (-2.72%) "
8093,極東貿易,東P,"2,077","-94.0 (-4.33%) "
8095,アステナＨＬＤＧ,東P,"493","-8.0 (-1.60%) "
8097,三愛オブリ,東P,"2,451","-127.0 (-4.93%) "
8098,稲畑産業,東P,"4,270","-85.0 (-1.95%) "
8101,ＧＳＩクレオス,東P,"2,676","-58.0 (-2.12%) "
8103,明和産業,東P,"851","-25.0 (-2.85%) "
8104,クワザワＨＬＤＧ,東S,"620","-3.0 (-0.48%) "
8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,東S,"191","-21.0 (-9.91%) "
8107,キムラタン,東S,"35","-1.0 (-2.78%) "
8111,ゴールドウイン,東P,"2,355","-68.0 (-2.81%) "
8113,ユニ・チャーム,東P,"964","-71.0 (-6.86%) "
8115,ムーンバット,東S,"1,454","+10.0 (+0.69%) "
8117,中央自動車工業,東S,"2,181","-90.0 (-3.96%) "
8118,キング,東S,"1,107","-34.0 (-2.98%) "
8119,三栄コーポレーション,東S,"873","-8.0 (-0.91%) "
8123,川辺,東S,"1,515","-4.0 (-0.26%) "
8125,ワキタ,東P,"1,993","-28.0 (-1.39%) "
8127,ヤマトインターナショナル,東S,"628","+8.0 (+1.29%) "
8129,東邦ＨＬＤＧ,東P,"4,873","-22.0 (-0.45%) "
8130,サンゲツ,東P,"3,280","-75.0 (-2.24%) "
8131,ミツウロコグループＨＬＤＧ,東S,"2,284","-63.0 (-2.68%) "
8132,シナネンＨＬＤＧ,東P,"6,990","-80.0 (-1.13%) "
8133,伊藤忠エネクス,東P,"2,055","-51.0 (-2.42%) "
8135,ゼット,東S,"548","-35.0 (-6.00%) "
8136,サンリオ,東P,"5,336","-195.0 (-3.53%) "
8137,サンワテクノス,東P,"3,360","-80.0 (-2.33%) "
8138,三京化成,東S,"4,875","-5.0 (-0.10%) "
8139,ナガホリ,東S,"2,000","-19.0 (-0.94%) "
8141,新光商事,東P,"1,079","-1.0 (-0.09%) "
8142,トーホー,東P,"1,306","-15.0 (-1.14%) "
8143,ラピーヌ,東S,"203","-10.0 (-4.69%) "
8144,デンキョーグループＨＬＤＧ,東S,"1,395","-14.0 (-0.99%) "
8145,中部水産,名M,"3,280","-45.0 (-1.35%) "
8147,トミタ,東S,"1,411","-12.0 (-0.84%) "
8150,三信電気,東P,"3,075","-110.0 (-3.45%) "
8151,東陽テクニカ,東P,"1,805","-62.0 (-3.32%) "
8152,ソマール,東S,"6,510","-300.0 (-4.41%) "
8153,モスフードサービス,東P,"4,155","-90.0 (-2.12%) "
8154,加賀電子,東P,"4,185","-215.0 (-4.89%) "
8157,都築電気,東P,"3,970","-165.0 (-3.99%) "
8158,ソーダニッカ,東P,"1,179","-14.0 (-1.17%) "
8159,立花エレテック,東P,"3,215","-110.0 (-3.31%) "
8160,木曽路,東P,"2,532","-39.0 (-1.52%) "
8163,ＳＲＳ　ＨＬＤＧ,東P,"1,251","-20.0 (-1.57%) "
8165,千趣会,東S,"133","-3.0 (-2.21%) "
8166,タカキュー,東S,"79","-2.0 (-2.47%) "
8167,リテールパートナーズ,東P,"1,304","-59.0 (-4.33%) "
8173,上新電機,東P,"2,819","-69.0 (-2.39%) "
8174,日本瓦斯,東P,"3,131","-22.0 (-0.70%) "
8179,ロイヤルＨＬＤＧ,東P,"1,484","-43.0 (-2.82%) "
8181,東天紅,東S,"1,074","-9.0 (-0.83%) "
8185,チヨダ,東P,"1,066","-22.0 (-2.02%) "
8190,ヤマナカ,名M,"538","-4.0 (-0.74%) "
8194,ライフコーポレーション,東P,"2,572","-81.0 (-3.05%) "
8198,マックスバリュ東海,東S,"3,625","-100.0 (-2.68%) "
8200,リンガーハット,東P,"2,203","-29.0 (-1.30%) "
8202,ラオックスＨＬＤＧ,東S,"147","-3.0 (-2.00%) "
8203,ＭｒＭａｘＨＤ,東P,"767","-15.0 (-1.92%) "
8207,テンアライド,東S,"297","-2.0 (-0.67%) "
8209,フレンドリー,東S,"307","0.0 (0.00%) "
8214,ＡＯＫＩ　ＨＬＤＧ,東P,"1,745","-62.0 (-3.43%) "
8217,オークワ,東P,"850","-14.0 (-1.62%) "
8218,コメリ,東P,"3,565","-90.0 (-2.46%) "
8219,青山商事,東P,"2,544","-68.0 (-2.60%) "
8225,タカチホ,東S,"3,850","-85.0 (-2.16%) "
8226,理経,東S,"544","-10.0 (-1.81%) "
8227,しまむら,東P,"3,401","-107.0 (-3.05%) "
8228,マルイチ産商,名M,"1,254","-8.0 (-0.63%) "
8230,はせがわ,東S,"336","0.0 (0.00%) "
8233,高島屋,東P,"1,814.5","-119.0 (-6.15%) "
8237,松屋,東P,"2,194","-267.0 (-10.85%) "
8242,エイチ・ツー・オー　リテイリン,東P,"2,358.5","-53.0 (-2.20%) "
8244,近鉄百貨店,東S,"1,720","-42.0 (-2.38%) "
8247,大和,東S,"379","-4.0 (-1.04%) "
8252,丸井グループ,東P,"3,131","-32.0 (-1.01%) "
8253,クレディセゾン,東P,"4,569","-90.0 (-1.93%) "
8254,さいか屋,東S,"374","-6.0 (-1.58%) "
8255,アクシアル　リテイリング,東P,"1,272","-24.0 (-1.85%) "
8260,井筒屋,東S,"494","-9.0 (-1.79%) "
8267,イオン,東P,"2,075","-65.5 (-3.06%) "
8273,イズミ,東P,"1,003","-25.0 (-2.43%) "
8275,フォーバル,東S,"1,110","-8.0 (-0.72%) "
8276,平和堂,東P,"2,889","-63.0 (-2.13%) "
8278,フジ,東P,"1,970","-85.0 (-4.14%) "
8281,ゼビオＨＬＤＧ,東P,"1,090","-20.0 (-1.80%) "
8282,ケーズＨＬＤＧ,東P,"1,665","-47.0 (-2.75%) "
8283,ＰＡＬＴＡＣ,東P,"4,885","-141.0 (-2.81%) "
8285,三谷産業,東S,"701","-8.0 (-1.13%) "
8289,Ｏｌｙｍｐｉｃグループ,東S,"446","-11.0 (-2.41%) "
8291,日産東京販売ＨＬＤＧ,東S,"530","-10.0 (-1.85%) "
8301,日本銀行　出資証券,東優,"--","-- (--%) "
8303,ＳＢＩ新生銀行,東P,"1,740","-48.0 (-2.68%) "
8304,あおぞら銀行,東P,"2,659","-69.0 (-2.53%) "
8306,三菱ＵＦＪ　ＦＧ,東P,"2,775","-45.0 (-1.60%) "
8308,りそなＨＬＤＧ,東P,"1,773.5","-70.5 (-3.82%) "
8309,三井住友トラストグループ,東P,"5,239","-86.0 (-1.62%) "
8316,三井住友ＦＧ,東P,"5,562","-165.0 (-2.88%) "
8331,千葉銀行,東P,"2,193","-50.5 (-2.25%) "
8334,群馬銀行,東P,"2,180","-31.0 (-1.40%) "
8336,武蔵野銀行,東P,"6,190","-30.0 (-0.48%) "
8337,千葉興業銀行,東P,"2,244","-72.0 (-3.11%) "
8338,筑波銀行,東P,"636","-29.0 (-4.36%) "
8341,七十七銀行,東P,"9,200","-206.0 (-2.19%) "
8343,秋田銀行,東P,"5,240","-90.0 (-1.69%) "
8344,山形銀行,東P,"2,625","-26.0 (-0.98%) "
8345,岩手銀行,東P,"6,670","-40.0 (-0.60%) "
8346,東邦銀行,東P,"689","-6.0 (-0.86%) "
8349,東北銀行,東S,"1,578","-36.0 (-2.23%) "
8354,ふくおかＦＧ,東P,"6,368","-154.0 (-2.36%) "
